title,genres,director_name,actor1_name,actor2_name,actor3_name,comb
sliding doors,Comedy Drama Fantasy Romance,Peter Howitt,Jeanne Tripplehorn,Kevin McNally,John Lynch,Peter Howitt Jeanne Tripplehorn Kevin McNally John Lynch Comedy Drama Fantasy Romance
tales from the hood,Comedy Horror Thriller,Rusty Cundieff,Corbin Bernsen,Clarence Williams III,David Alan Grier,Rusty Cundieff Corbin Bernsen Clarence Williams III David Alan Grier Comedy Horror Thriller
the last king of scotland,Biography Drama History Thriller,Kevin Macdonald,David Oyelowo,Simon McBurney,Abby Mukiibi Nkaaga,Kevin Macdonald David Oyelowo Simon McBurney Abby Mukiibi Nkaaga Biography Drama History Thriller
halloween 5,Horror Thriller,Dominique Othenin-Girard,Donald Pleasence,Tamara Glynn,Troy Evans,Dominique Othenin-Girard Donald Pleasence Tamara Glynn Troy Evans Horror Thriller
bernie,Comedy Crime Drama,Richard Linklater,Matthew McConaughey,Brandon Smith,Rick Dial,Richard Linklater Matthew McConaughey Brandon Smith Rick Dial Comedy Crime Drama
dolphins and whales 3d: tribes of the ocean,Adventure Documentary Short,Jean-Jacques Mantello,Charlotte Rampling,Daryl Hannah,Unknown,Jean-Jacques Mantello Charlotte Rampling Daryl Hannah Unknown Adventure Documentary Short
pollock,Biography Drama,Ed Harris,John Heard,Bud Cort,Amy Madigan,Ed Harris John Heard Bud Cort Amy Madigan Biography Drama
200 cigarettes,Comedy Drama Romance,Risa Bramon Garcia,Janeane Garofalo,Dave Chappelle,Gaby Hoffmann,Risa Bramon Garcia Janeane Garofalo Dave Chappelle Gaby Hoffmann Comedy Drama Romance
the words,Drama Mystery Romance Thriller,Brian Klugman,J.K. Simmons,Bradley Cooper,Olivia Wilde,Brian Klugman J.K. Simmons Bradley Cooper Olivia Wilde Drama Mystery Romance Thriller
casa de mi padre,Comedy Western,Matt Piedmont,Will Ferrell,Adrian Martinez,Luis E. Carazo,Matt Piedmont Will Ferrell Adrian Martinez Luis E. Carazo Comedy Western
city island,Comedy Drama,Raymond De Felitta,Ezra Miller,Curtiss Cook,Dominik García-Lorido,Raymond De Felitta Ezra Miller Curtiss Cook Dominik García-Lorido Comedy Drama
the guard,Comedy Crime Thriller,John Michael McDonagh,Don Cheadle,Fionnula Flanagan,Wale Ojo,John Michael McDonagh Don Cheadle Fionnula Flanagan Wale Ojo Comedy Crime Thriller
college,Comedy,Deb Hagan,Drake Bell,Alona Tal,Haley Bennett,Deb Hagan Drake Bell Alona Tal Haley Bennett Comedy
the virgin suicides,Drama Romance,Sofia Coppola,Kirsten Dunst,Kathleen Turner,Scott Glenn,Sofia Coppola Kirsten Dunst Kathleen Turner Scott Glenn Drama Romance
little voice,Comedy Drama Music Romance,Mark Herman,Jim Broadbent,Annette Badland,Brenda Blethyn,Mark Herman Jim Broadbent Annette Badland Brenda Blethyn Comedy Drama Music Romance
miss march,Comedy Romance,Zach Cregger,Hugh M. Hefner,Windell Middlebrooks,Raquel Alessi,Zach Cregger Hugh M. Hefner Windell Middlebrooks Raquel Alessi Comedy Romance
wish i was here,Comedy Drama,Zach Braff,Jim Parsons,Josh Gad,Michael Weston,Zach Braff Jim Parsons Josh Gad Michael Weston Comedy Drama
simply irresistible,Comedy Drama Fantasy Romance,Mark Tarlov,Sarah Michelle Gellar,Dylan Baker,Lawrence Gilliard Jr.,Mark Tarlov Sarah Michelle Gellar Dylan Baker Lawrence Gilliard Jr. Comedy Drama Fantasy Romance
veronica mars            ,Crime Drama Mystery,Unknown,Francis Capra,Jason Dohring,Enrico Colantoni,Unknown Francis Capra Jason Dohring Enrico Colantoni Crime Drama Mystery
hedwig and the angry inch,Comedy Drama Music Musical,John Cameron Mitchell,John Cameron Mitchell,Miriam Shor,Andrea Martin,John Cameron Mitchell John Cameron Mitchell Miriam Shor Andrea Martin Comedy Drama Music Musical
only the strong,Action Drama,Sheldon Lettich,Antoni Corone,Ryan Bollman,Todd Susman,Sheldon Lettich Antoni Corone Ryan Bollman Todd Susman Action Drama
goddess of love,Drama Horror Mystery Thriller,Jon Knautz,Rachel Alig,Monda Scott,Alexis Kendra,Jon Knautz Rachel Alig Monda Scott Alexis Kendra Drama Horror Mystery Thriller
shattered glass,Drama History,Billy Ray,Hayden Christensen,Rosario Dawson,Cas Anvar,Billy Ray Hayden Christensen Rosario Dawson Cas Anvar Drama History
novocaine,Comedy Crime Drama Thriller,David Atkins,Chelcie Ross,Lynne Thigpen,Polly Noonan,David Atkins Chelcie Ross Lynne Thigpen Polly Noonan Comedy Crime Drama Thriller
the business of strangers,Drama Thriller,Patrick Stettner,Stockard Channing,Tony Devon,Frederick Weller,Patrick Stettner Stockard Channing Tony Devon Frederick Weller Drama Thriller
the wild bunch,Action Adventure Western,Sam Peckinpah,William Holden,Warren Oates,L.Q. Jones,Sam Peckinpah William Holden Warren Oates L.Q. Jones Action Adventure Western
the wackness,Comedy Drama Romance,Jonathan Levine,Mary-Kate Olsen,Aaron Yoo,Method Man,Jonathan Levine Mary-Kate Olsen Aaron Yoo Method Man Comedy Drama Romance
the great train robbery,Adventure Crime Drama Thriller,Michael Crichton,Lesley-Anne Down,Michael Elphick,Pamela Salem,Michael Crichton Lesley-Anne Down Michael Elphick Pamela Salem Adventure Crime Drama Thriller
morvern callar,Drama,Lynne Ramsay,Samantha Morton,Bryan Dick,Paul Popplewell,Lynne Ramsay Samantha Morton Bryan Dick Paul Popplewell Drama
beastmaster 2: through the portal of time,Action Adventure Fantasy Sci-Fi,Sylvio Tabet,Michael Berryman,Kari Wuhrer,Marc Singer,Sylvio Tabet Michael Berryman Kari Wuhrer Marc Singer Action Adventure Fantasy Sci-Fi
the 5th quarter,Biography Drama Sport,Rick Bieber,Aidan Quinn,Kendrick Cross,Sammy Nagi Njuguna,Rick Bieber Aidan Quinn Kendrick Cross Sammy Nagi Njuguna Biography Drama Sport
the flower of evil,Drama,Claude Chabrol,Benoît Magimel,Nathalie Baye,Mélanie Doutey,Claude Chabrol Benoît Magimel Nathalie Baye Mélanie Doutey Drama
